time_steps,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
71,-3,-3,1,1,11,-1,0,-2
72,0,-3,1,1,3,17,1,2
73,-1,-5,-1,-1,-2,0,2,-2
74,-1,-1,-1,-2,0,10,-3,-2
75,-1,0,-1,2,1,2,-5,-1
76,0,0,-2,-2,-6,-10,0,-1
77,-1,0,-4,-2,9,34,3,-1
78,-1,-1,0,0,4,28,4,-2
79,0,0,1,0,0,-8,-3,0
80,-3,0,-1,0,-4,-19,-11,-1
81,-2,-1,0,1,0,-10,5,-2
82,0,1,-1,-3,-5,-2,-5,1
83,0,-1,-2,-3,-1,7,1,-1
84,-2,-3,-1,-6,-7,-2,3,-3
85,-2,-2,-2,1,-2,0,-4,-2
86,0,1,1,6,7,3,1,-2
87,-2,0,0,2,-5,-11,2,-1
88,-2,-1,-2,-4,4,16,0,-2
89,-1,-1,-4,-3,-5,-2,-4,-1
90,-1,1,-1,-1,-6,-14,-2,0
91,-1,0,0,0,10,10,1,1
92,-1,-1,1,2,13,17,0,0
93,0,-1,1,-1,-3,-9,-1,0
94,0,-3,-3,-2,-5,2,-2,-2
95,1,1,-1,0,-6,-24,0,-1
96,0,-2,-2,-2,-6,-2,-1,-3
97,0,-2,-2,-1,-3,-4,-1,2
98,0,0,-1,0,-3,-11,5,1
99,-1,1,0,-2,-11,-12,-3,-2
100,0,-1,-2,-1,2,-8,0,2
101,-2,-3,0,0,5,44,-1,0
102,0,1,0,-1,1,-27,1,-1
103,2,0,-1,-1,-1,3,-4,-1
104,0,-2,0,-2,-1,-13,0,0
105,0,0,-3,-2,-4,-10,-1,-1
106,1,-1,0,-3,-7,6,-4,0
107,-1,-2,0,-1,1,-6,-1,-2
108,-3,0,-1,0,3,0,-3,-1
109,0,-3,-2,-2,3,6,7,1
110,0,-2,-1,-1,-6,-5,0,0
111,-1,1,0,2,5,4,-1,1
112,1,-1,1,0,-2,-5,-2,0
113,-1,-2,-3,-4,-11,-20,-4,-2
114,-1,2,-4,-1,1,11,-2,-2
115,-2,0,2,0,1,3,0,0
116,0,-2,-2,-1,1,10,-1,-1
117,0,-3,-1,0,0,-12,-6,-3
118,0,-2,-1,-1,-9,-6,2,1
119,0,0,-3,-2,2,0,-1,-1
120,1,0,1,3,6,4,2,0
121,-2,-1,1,0,-3,1,-5,0
122,-1,-1,1,-3,-5,0,-1,-4
123,-2,-2,-2,-1,-6,-1,2,-1
124,-1,1,-1,0,6,14,-1,1
125,1,1,0,0,8,4,1,0
126,-2,-1,-1,-2,-5,-5,-3,-1
127,-1,-1,-1,-3,-7,-6,0,-2
128,0,-1,-1,0,3,5,1,0
129,1,0,-1,-2,-4,-8,2,0
130,-1,0,0,3,5,-4,0,0
131,0,-3,0,-2,-1,-1,-9,-1
132,-1,-1,-2,-1,-7,9,4,-2
133,-2,0,0,1,-1,-7,-3,0
134,0,-1,-1,0,-5,-5,0,0
135,-1,-1,-1,-1,21,24,3,0
136,-2,-4,0,-1,-5,-15,-3,-1
137,0,0,0,-2,2,32,1,0
138,-2,0,-1,-2,-5,-23,-4,-3
139,0,0,0,1,0,9,-1,-1
140,-2,0,0,-1,-1,-13,0,-3
141,0,-1,-4,-1,-4,-7,0,-2
142,-1,0,-1,1,-1,3,-4,0
143,0,-1,-1,-1,-3,-28,0,1
144,-1,0,0,-1,1,7,0,0
145,0,1,1,-1,-4,-8,0,0
146,-3,-2,-3,-3,4,16,1,-2
147,-2,-2,-2,-2,-10,-9,-2,-2
148,-1,0,-1,-1,-7,-22,0,1
149,-2,-2,0,0,6,22,0,-1
150,0,-1,-1,0,0,1,1,1
151,0,0,0,-3,0,8,-6,0
152,1,0,1,3,9,-9,-1,-2
153,0,1,-4,-2,1,18,0,-2
154,-1,0,-2,-1,-10,-15,2,-2
155,-1,0,0,2,8,-5,-3,-2
156,0,-2,-1,-1,-4,-16,0,0
157,-1,-2,1,1,-1,12,-4,1
158,0,0,0,1,5,-7,0,1
159,-1,0,-2,-4,-6,18,0,0
160,-2,-2,1,-1,0,1,-4,0
161,-3,-1,-1,0,2,-8,2,-2
162,-2,-2,-1,-4,-11,-19,-3,-2
163,0,-1,-1,-1,-3,23,0,0
164,-1,1,1,-1,10,7,-1,1
165,-1,-2,-2,-3,-7,-11,3,0
166,0,-4,-1,1,4,14,1,-1
167,-3,-3,-2,-4,-9,-18,-6,-1
168,0,-2,-1,1,-1,18,3,0
169,0,0,-1,0,2,11,0,-1
170,0,-1,-1,-2,-2,5,2,-2
171,0,0,1,1,1,-31,-1,1
172,0,0,1,0,4,36,2,0
173,0,0,-2,1,-2,-11,-1,-1
174,-2,0,-4,-1,-1,11,-5,0
175,-3,0,0,-1,4,-5,-2,-4
176,-1,-2,1,2,-4,-12,-2,-3
177,-1,-1,-2,-3,-6,-12,-3,-2
178,-1,-2,-3,-4,-2,28,-1,-2
179,0,-2,-1,1,6,-10,4,0
180,-1,-3,-3,-2,-4,-13,-1,2
181,0,0,3,1,-2,-4,-1,-1
182,0,-1,-1,-3,-8,-9,-7,-3
183,-1,0,0,-2,-4,-20,2,1
184,0,-1,-2,-1,7,21,0,-2
185,-1,-2,0,1,-2,5,2,-1
186,-1,1,-2,-2,0,2,-1,-3
187,-3,-1,-3,-2,-4,-24,-2,-1
188,-1,1,-1,-3,-8,-14,-4,-1
189,0,-1,-1,1,4,32,2,0
190,1,-1,3,4,7,-16,2,0
191,-2,-1,-3,-1,2,-1,-6,-1
192,-1,1,-1,-3,-10,-9,0,-2
193,-1,0,0,-1,-6,-8,-3,-2
194,0,2,2,-2,8,3,0,1
195,0,-2,-2,-3,-6,5,1,0
196,0,-1,-3,2,-4,-19,2,-1
197,1,0,-1,0,9,1,-2,1
198,0,-2,1,1,0,10,-1,1
199,-2,-1,0,-1,-2,17,-1,-2
200,0,-2,-1,-4,-2,3,1,-3
201,-1,-5,-2,-1,-7,-39,5,-1
202,-3,0,-1,-1,-1,8,-7,-1
203,2,1,2,0,7,17,3,2
204,-1,1,-1,0,-5,-17,-2,0
205,-1,1,0,0,6,22,-2,0
206,-2,-1,-2,-1,-2,-9,1,-3
207,-1,-1,-1,0,-10,-16,-4,-3
208,-2,-2,-2,-2,-1,-3,-1,-2
209,1,0,1,-1,8,22,-1,1
210,-1,-1,-2,1,1,-13,3,1
211,-1,-2,-1,0,-5,-3,-1,-2
212,-1,0,-1,0,4,-13,2,0
213,-2,-1,-2,-3,-11,-12,-1,-2
214,-1,-4,-1,-3,-4,24,0,0
215,0,0,-1,-4,-13,-21,-2,0
216,-2,0,2,2,8,17,1,0
217,-1,0,-1,0,-1,-7,-2,-3
218,-1,2,-1,0,8,9,2,0
219,0,-1,0,0,-5,-3,-3,-1
220,-1,0,0,-2,-3,-8,-3,0
221,-2,-2,-3,0,0,18,-2,-1
222,-2,0,-1,0,-6,-14,-6,-2
223,-2,0,0,-1,2,-2,0,-1
224,-1,-3,1,-1,-3,11,-2,1
225,-2,-1,-2,0,2,-12,-2,-2
226,-1,-2,-3,-1,-3,1,-1,0
227,-1,0,-2,-1,3,4,-1,0
228,-1,-1,-1,-1,1,15,0,-2
229,-2,-5,0,-2,-4,-2,-5,-2
230,-1,-3,1,-1,5,23,2,-2
231,-1,0,-2,-1,-1,-4,-3,-1
232,-2,-3,-4,-2,-10,-21,2,-3
233,-1,1,0,-2,5,24,0,0
234,0,-1,0,1,-2,-17,-4,-1
235,0,0,2,2,8,1,2,1
236,0,-2,-1,-1,-5,3,-2,-3
237,-3,-1,0,-2,-1,3,2,-3
238,1,0,0,-3,-9,-22,-2,0
239,0,-2,-1,-1,0,17,-1,-1
240,0,0,-2,0,-1,-6,-2,-1
241,0,-1,-2,-5,-5,-7,-1,0
242,-1,1,0,2,8,11,2,0
243,0,0,0,1,1,-10,3,-1
244,-2,-2,1,0,6,36,-4,-1
245,-3,-1,0,-1,-3,-17,1,-1
246,0,1,-2,-1,3,-1,0,-1
247,-2,-2,-3,-3,-4,-6,-5,-1
248,2,1,0,1,1,-17,1,1
249,-1,-2,-1,0,-5,-3,-3,-1
250,-1,-1,-1,1,-1,6,-1,-1
251,0,0,0,0,4,-6,2,-1
252,-1,-1,0,-3,4,-18,-3,1
253,1,1,-2,-2,-10,-21,2,0
254,0,-1,-1,-1,3,12,-3,-1
255,0,-2,-2,-3,-1,23,-1,-2
256,-2,-2,-2,-2,-3,14,3,-1
257,0,1,0,0,4,-7,0,-1
258,-2,-2,-1,-2,-11,-16,-2,-1
259,-1,-1,0,1,-1,-3,0,0
260,-1,0,0,1,14,17,0,-2
261,-1,1,-3,-2,-5,-6,-3,-1
262,-1,0,-1,-2,-3,-3,-2,-2
263,-1,0,0,0,2,11,3,0
264,0,-2,-3,-5,-13,-16,-3,0
265,-1,-3,-2,0,7,15,0,0
266,0,0,1,2,3,28,3,1
267,-2,0,-2,-1,6,14,-2,-2
268,-2,-2,-3,-2,-6,-34,-2,-2
269,1,0,1,-3,0,0,-9,0
270,-1,0,-1,-2,-2,-7,11,0
271,0,0,-1,-1,-5,-2,-5,-1
272,-1,0,0,2,1,10,-1,-1
273,-2,0,-1,1,-4,-8,3,-3
274,-1,-3,-1,-1,3,-5,-4,0
275,-1,-2,-2,0,-2,-9,-1,0
276,-1,-1,-1,-2,-4,-6,1,0
277,-2,-2,-2,-4,1,16,1,0
278,-2,0,-2,1,4,-5,-6,-2
279,0,0,-2,-2,-1,0,1,-1
280,2,-2,-1,0,-4,10,-2,2
281,-1,-1,1,-1,2,-5,1,0
282,-1,-2,-2,-1,-8,-10,-1,-1
283,0,-2,-1,-2,10,10,-4,-2
284,-3,-1,-3,-1,-5,-18,5,0
285,-1,-1,-2,-3,-10,-5,0,-1
286,-1,-2,0,0,-3,-4,-5,-1
287,-1,-4,-1,-1,-8,-18,-7,-2
288,2,-2,-1,-1,9,25,3,-2
289,1,0,0,2,4,-1,-2,0
290,1,0,0,-2,-3,-8,-3,0
291,-2,0,-1,2,-5,0,3,-1
292,-1,-1,0,0,3,-12,-4,-1
293,0,-1,-1,3,-1,16,0,0
294,-2,0,-3,-4,1,-5,0,-2
295,0,0,-1,-1,0,8,1,1
296,0,-1,0,0,-8,-2,-1,-3
297,1,-3,0,1,-2,-6,-1,-2
298,0,-1,0,-3,-1,-1,1,-2
299,-1,-2,-2,-1,3,22,0,-2
300,0,1,0,-1,-2,-9,3,-3
301,0,0,-1,-1,-7,-25,-3,-3
302,-1,-1,-2,1,2,21,-3,0
303,0,-1,1,-2,-4,-7,-1,-1
304,0,1,-1,-1,-2,6,-7,-1
305,0,-1,0,1,3,-9,13,1
306,1,-2,-1,0,-2,-22,-7,-1
307,0,0,0,-1,0,-2,8,0
308,-2,-1,0,-1,-1,-4,-4,0
309,-1,0,0,0,9,33,-1,-1
310,-2,-2,-1,-5,-8,-21,-3,1
311,0,-2,-3,-1,3,-8,-2,0
312,0,-2,-1,1,2,-3,3,0
313,-2,-1,-4,-3,-4,-19,-1,-1
314,0,1,0,0,-1,11,3,0
315,-2,0,-1,-3,-8,-14,-4,0
316,-1,2,0,-1,3,27,-1,-3
317,-2,0,0,-1,0,-6,-6,-1
318,-1,-2,-3,-1,-3,1,-2,-4
319,0,-1,-1,0,-1,-14,3,-1
320,-2,-1,1,0,2,-27,0,2
321,0,1,-2,-1,8,42,1,1
322,1,-2,-1,-1,-4,2,5,0
323,0,-1,-1,-3,-5,-2,1,-2
324,-1,-1,-2,0,-5,-6,0,-1
325,1,-4,-2,-2,-8,-18,-2,-2
326,-2,0,-2,0,4,-1,0,1
327,-1,-2,-1,-2,-2,3,-4,-1
328,0,-1,0,-2,-1,2,-1,1
329,-1,0,0,-1,-2,7,-3,0
330,0,0,0,-1,-1,-4,-2,-1
331,0,0,0,1,4,3,10,-1
332,-2,-1,-4,-5,-9,0,-8,-2
333,-1,0,-1,0,-4,-24,-2,0
334,0,0,-2,-1,4,8,-1,1
335,0,0,-2,1,-6,-18,-4,-1
336,-1,-1,-1,-2,4,8,1,-2
337,0,-2,1,1,8,-6,0,-1
338,0,-1,2,0,3,27,4,-1
339,-1,0,-1,-3,-4,-6,-7,-2
340,-2,0,-3,-2,-8,-9,0,-2
341,-1,-2,-2,-1,-3,-8,0,-1
342,0,-1,-2,0,-2,18,-1,-1
343,0,0,1,1,6,-27,0,3
344,0,-1,-2,0,-7,-9,-2,1
345,-1,-2,-1,-2,0,-3,-3,-2
346,1,1,-1,0,2,4,0,-3
347,-1,-2,0,-1,-2,15,-1,-2
348,-1,-1,1,0,5,7,-1,-2
349,-3,1,-1,-1,-7,-10,-5,-3
350,-2,-1,-1,-2,-7,-12,8,-1
351,1,-2,-1,-3,0,8,2,-1
352,0,0,1,0,0,-5,1,1
353,1,-1,-2,0,2,19,-2,0
354,-1,-2,-2,-2,0,-19,-7,0
355,0,1,0,0,2,5,-3,0
356,0,0,-1,-2,-4,9,1,-1
357,-1,0,0,-1,7,-4,-2,-1
358,-3,-2,-2,1,2,-21,-2,0
359,-2,-1,-1,-1,1,19,2,0
360,1,-4,-1,0,6,35,-2,0
361,-1,0,-1,0,-8,-10,0,1
362,0,-1,-1,2,2,-8,2,0
363,-2,-1,-2,-1,-4,-10,-7,-1
364,-1,-1,-1,0,2,11,5,0
365,-1,-1,-2,-1,0,-3,0,0
366,-2,-1,-1,-3,-3,10,-3,-3
367,0,-2,0,-1,-7,-11,-1,-4
368,-1,0,-3,1,1,-12,1,-1
369,0,-2,-1,-1,1,36,1,1
370,0,0,1,-1,6,3,-2,0
371,-1,0,3,1,-1,-7,-1,0
372,-3,-1,-1,-3,-5,5,-2,-2
373,-1,-1,-3,0,-5,-2,-1,-2
374,-2,-1,-1,0,9,-7,-4,-1
375,-1,-1,-3,-2,1,-7,2,-2
376,2,-1,-1,-2,-3,5,-2,1
377,-3,0,0,2,3,-3,1,0
378,-3,0,-2,0,-2,3,1,-2
379,0,-1,0,0,-6,-9,0,-3
380,2,1,2,1,1,5,0,-1
381,-2,-2,0,-2,-3,3,-2,0
382,0,-2,0,-2,2,14,-2,1
383,-2,0,0,0,2,6,-3,-2
384,0,0,-2,0,-2,-17,4,-1
385,1,-2,1,2,6,11,3,3
386,-1,-2,0,-2,-3,-3,-1,-3
387,-2,-2,-2,-4,-11,-16,-2,1
388,-1,-1,-3,-4,-9,-9,-4,0
389,0,1,-2,1,1,5,-5,-3
390,-1,0,-1,-2,-6,-23,-7,0
391,0,-1,1,3,14,9,15,1
392,0,-1,-1,1,4,17,-4,0
393,-1,0,-1,-3,-3,6,3,-2
394,-1,-1,-1,-2,-15,-21,-5,-3
395,0,0,-1,-2,-2,0,-4,-2
396,-1,-2,-1,1,2,-12,1,1
397,-1,-2,-1,0,-2,-4,-3,1
398,-1,1,-2,2,1,1,2,-1
399,0,0,-1,-1,-4,17,-2,-2
400,1,1,2,-1,1,-7,0,0
401,0,0,-3,-1,-2,2,-1,-1
402,-1,-2,-2,-3,2,1,0,0
403,0,-2,-1,1,1,-12,-4,0
404,0,-3,-3,-1,0,9,2,-1
405,0,-2,1,-1,-3,-12,-1,-1
406,1,0,1,1,-2,9,-1,1
407,-1,-2,-4,-3,-7,-3,-2,-3
408,-1,-3,1,3,19,5,-5,-2
409,1,-1,-1,-4,-2,-9,2,-1
410,1,-2,1,1,6,1,2,2
411,0,0,-2,-1,-9,13,-3,-3
412,-1,0,-1,-1,-9,1,4,0
413,-2,-1,0,0,1,-15,-6,-1
414,-2,-1,-2,-2,1,-2,0,0
415,-1,1,0,-1,2,-1,-4,0
416,-2,-1,-1,1,-2,8,-5,0
417,-2,-2,0,0,1,-2,-3,-3
418,-2,-1,-2,-3,-5,-23,0,0
419,0,0,0,0,2,-1,4,1
420,0,0,0,-1,3,-2,1,0
421,-1,1,0,-2,-1,3,-5,1
422,1,-1,1,2,-6,-12,0,-1
423,-2,-3,0,-1,-4,-10,-1,1
424,0,-1,-3,-1,-5,-10,-1,-1
425,-1,-1,-1,1,2,13,2,0
426,-2,0,-1,-1,0,17,-2,-2
427,-1,1,-1,-2,2,-12,0,-1
428,-3,-1,-2,-1,1,1,-1,-2
429,1,-2,-1,-2,-5,-8,0,1
430,-1,-2,-3,-2,-7,-13,1,-2
431,1,-3,-2,0,12,41,5,3
432,-2,-2,-1,-3,-2,-12,-2,-3
433,-1,-1,-1,1,2,7,-1,-2
434,-1,0,1,0,-3,-1,0,1
435,-1,1,0,0,0,-14,4,-3
436,-1,0,-1,-1,-3,-3,0,1
437,0,0,-1,0,1,17,6,-1
438,1,0,-1,0,-1,-12,-4,-1
439,-1,-2,0,0,-1,-2,-6,-1
440,-1,-1,-2,1,-2,-7,1,0
441,-1,-1,-3,-4,-1,9,-5,-1
442,1,-1,0,-1,1,19,4,0
443,-2,-2,-1,-2,-2,-11,-5,-2
444,-1,-1,-1,0,2,13,3,-2
445,0,-1,-3,-1,1,-1,-1,-1
446,0,-1,0,-2,-10,-9,-3,0
447,-2,1,0,0,-6,-2,0,-1
448,-2,-1,-1,-1,12,41,0,0
449,0,-2,-1,-2,-6,-13,-2,-1
450,0,1,-2,-2,2,-4,-2,-1
451,0,-1,0,2,8,34,3,0
452,-1,-2,-2,-2,-5,-22,-2,0
453,-1,-1,-1,-1,-4,-12,-5,-1
454,-1,-2,-3,-3,-9,6,-1,-1
455,-1,-2,1,0,8,-2,-4,0
456,0,-3,0,0,-3,-10,-3,-3
457,-1,0,1,0,-1,3,-1,-1
458,0,-1,0,-1,-2,-5,2,-1
459,-2,-1,1,-1,-7,-14,-2,0
460,0,1,-4,-2,-3,-6,-2,1
461,-1,0,-2,0,-8,-7,-5,-2
462,0,-1,0,2,8,-1,-6,-1
463,-2,-1,-1,0,4,13,3,1
464,-1,-1,2,0,4,-5,0,-1
465,-1,-3,-3,-4,-4,-13,3,3
466,0,0,0,0,-1,3,1,-2
467,0,-1,-2,-3,-11,-29,-5,-4
468,-1,0,1,-1,6,13,-1,-2
469,-1,0,1,3,2,-6,4,-1
470,-1,-1,-1,-2,-4,-2,-2,-1
471,0,0,1,0,1,-12,1,0
472,-1,0,-2,-1,-7,2,-1,-1
473,-1,-1,-1,-1,3,2,-3,-1
474,0,0,-1,-4,-9,-14,-2,0
475,-1,1,0,2,10,1,-1,-1
476,1,1,1,1,8,20,4,-1
477,0,-2,-1,0,2,7,-1,-1
478,-2,-2,-1,-3,-9,-20,-3,-4
479,-1,-2,-2,-5,-6,3,-3,-1
480,-2,-3,1,1,-1,-32,-4,0
481,0,2,0,1,4,16,1,0
482,-2,-1,-1,0,-1,13,1,0
483,-1,-1,-2,0,-1,-5,-3,-1
484,-1,-3,-2,-2,-3,-5,-3,-1
485,-1,0,1,0,1,11,-2,1
486,1,-1,-2,-2,-3,-13,0,0
487,-2,0,1,0,4,14,4,-1
488,-2,1,-3,0,0,10,-2,0
489,0,-1,-1,-1,-1,15,2,0
490,0,1,0,-1,3,1,-4,0
491,-1,-2,-4,-2,-11,-7,-4,-2
492,0,-1,-2,-4,3,-6,1,-2
493,0,1,-1,2,10,13,6,1
494,0,1,0,0,-3,2,0,-1
495,-1,0,-1,-1,-5,-28,-2,-2
496,0,-2,-1,0,-3,25,-2,-1
497,-2,-2,-1,-4,-9,-14,-2,-2
498,-1,-2,-1,1,5,-6,-2,0
499,0,0,0,-2,0,2,-2,-1
500,-1,0,-1,0,-4,-17,0,-1
501,0,-2,-2,-4,-2,5,-8,-2
502,1,0,2,0,1,6,11,0
503,-1,-2,1,0,-2,-7,-1,-2
504,-2,-1,0,0,-1,-15,-1,-1
505,0,-2,-3,-2,-2,12,-6,-2
506,-2,-1,1,-1,5,2,1,1
507,0,1,-1,-2,0,-1,-1,0
508,-1,0,-1,-2,-1,0,-1,-2
509,-1,-1,1,1,2,23,3,-2
510,1,-2,-3,0,1,-6,-2,0
511,1,-1,-1,0,7,-5,0,2
512,1,0,0,-2,-6,-7,0,1
513,-1,-1,-1,0,-7,-24,0,-2
514,-2,-1,-3,-2,1,19,-1,0
515,0,-1,-1,0,-6,3,0,0
516,-1,-3,-1,-2,-1,-16,-4,-3
517,-1,-1,-1,-1,-3,-13,-1,-2
518,-2,-2,-1,1,4,18,-2,-1
519,-2,-1,-1,-2,-4,-13,1,-3
520,-1,-1,-3,-1,1,11,-4,-1
521,-1,-1,0,-3,-1,-3,1,-1
522,-2,0,-1,-2,0,2,-2,0
523,-1,-1,-1,1,-1,-1,1,0
524,0,-1,-2,-1,0,0,-4,-1
525,-2,-2,-1,-1,-12,-18,5,-2
526,2,-1,-2,0,0,3,-2,-1
527,0,-2,0,0,0,9,3,-1
528,-1,0,-1,0,-3,-3,0,0
529,0,1,-2,-3,-1,-13,-2,0
530,0,-2,0,-1,-4,10,2,-2
531,-2,-1,-2,-1,-2,5,-3,-1
532,0,-1,1,1,-3,-27,-3,0
533,-1,0,1,0,5,13,-1,0
534,-1,-1,0,0,-3,3,2,-1
535,-2,-1,-2,-2,3,7,-2,-3
536,-2,-2,-5,-3,2,-1,3,-3
537,1,2,1,2,1,4,0,0
538,-1,-2,0,-2,-3,-22,-3,-2
539,1,1,1,2,-5,0,0,1
540,0,1,0,-2,-4,-3,-1,0
541,1,-2,0,1,7,2,2,-1
542,-1,0,0,-2,-2,1,-2,1
543,-3,-2,-2,-4,-8,-14,-2,-1
544,-2,-2,0,3,7,5,2,-2
545,-3,-2,-1,-2,-6,-16,-6,-3
546,-1,1,-2,1,11,45,6,-2
547,0,-1,-2,-3,-6,-17,-4,0
548,-1,1,2,-2,4,-10,3,0
549,0,1,-3,-3,-11,-33,-3,-1
550,-3,-3,0,-2,1,-15,-10,-3
551,-1,-3,0,1,4,18,2,-2
552,0,1,-2,-1,-9,12,13,0
553,1,0,-1,1,7,6,-2,0
554,0,0,-1,0,-3,-18,0,0
555,-1,0,-1,0,2,3,-5,-4
556,-3,-1,-1,0,-10,-2,-5,-1
557,-2,0,-1,-2,-3,-11,1,-2
558,-1,-1,-1,-1,4,27,2,-1
559,1,1,1,1,6,8,1,1
560,0,-1,-1,0,-3,0,-2,0
561,-1,0,-1,-2,-6,-2,-2,0
562,-1,-1,-2,-3,-6,-3,1,-1
563,-1,-1,-1,1,3,-2,1,-1
564,0,-1,1,-1,-5,7,-5,0
565,0,-1,-3,0,7,0,-2,3
566,1,1,0,-2,0,8,0,-1
567,-1,-2,-1,-5,-12,4,2,-2
568,0,-1,-2,0,0,-42,-6,-2
569,0,-1,1,1,17,85,7,0
570,0,0,-2,-1,-9,-16,-2,-1
571,-2,1,-1,0,0,-2,0,1
572,-1,-1,-2,-2,-5,1,-2,-2
573,-2,-2,0,-2,-6,-25,-3,-4
574,-1,-5,0,0,1,-15,-1,0
575,1,-1,0,-1,1,9,-1,-1
576,0,-2,-1,-2,6,2,0,-2
577,-2,-3,-1,-1,-2,-11,2,1
578,0,0,-1,1,-6,-11,0,0
579,-1,-2,-4,-3,-1,-12,-5,-1
580,1,-1,-1,-3,-8,4,0,1
581,0,-1,0,1,13,-1,-2,-3
582,0,0,0,-3,3,28,-3,-1
583,0,1,-1,-1,-4,-17,1,-2
584,-2,-2,-3,-1,1,31,-5,-1
585,0,-2,-1,-2,-13,-29,-2,-1
586,0,1,1,2,10,26,2,1
587,1,1,1,0,-2,-9,-1,1
588,-1,-3,-2,-3,2,14,-1,-3
589,-1,0,-2,-3,-7,-22,-5,-2
590,0,0,0,3,2,-20,-2,1
591,0,0,1,-3,-7,7,9,2
592,-2,0,0,-2,-2,-21,-1,-1
593,-1,-2,-3,-2,4,33,-1,0
594,-2,-2,-1,-1,-2,-7,0,-2
595,0,0,-1,0,8,17,0,1
596,-1,0,2,0,-9,3,1,-1
597,0,-1,1,0,16,20,0,-2
598,-2,-1,-3,-3,-6,-15,1,-3
599,0,-2,-2,1,-1,-15,-3,-2
600,-1,0,0,-1,-3,-2,-3,-1
601,-1,-1,0,-1,-13,-14,-2,0
602,-2,-2,-2,-1,9,7,-1,0
603,-2,-1,-2,-1,0,2,-4,-2
604,-1,1,-2,-2,6,-5,-1,1
605,-2,-3,1,-2,-10,-21,-2,-2
606,-1,1,1,-2,2,33,4,1
607,-1,-1,-1,-1,-8,-18,1,1
608,-1,0,-2,0,9,10,0,1
609,0,-1,0,0,-15,-30,-4,0
610,0,0,-1,-5,0,0,-3,-3
611,-2,-1,-1,-1,2,-2,-1,-3
612,-2,-1,0,0,8,51,-2,-2
613,-1,0,-1,0,2,-10,2,0
614,0,-1,0,-2,-10,-27,1,1
615,0,-2,-1,-2,-3,-7,-3,-2
