time_steps,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1833,29,-95,-15,-5,-2,93,24,-24
1834,-16,56,19,0,6,17,-17,-25
1835,-8,-5,14,10,-31,-71,23,51
1836,58,3,3,1,44,113,2,24
1837,-86,-74,-3,0,-17,-112,26,-20
1838,14,-70,-3,5,-6,-27,-25,-1
1839,52,24,-4,9,19,108,33,-60
1840,-54,-52,-11,8,43,86,38,44
1841,12,-61,-12,-16,-33,-128,-34,-21
1842,-11,-3,2,-5,-27,-31,-37,-42
1843,3,70,4,2,-8,-33,7,-15
1844,-1,55,-6,-4,-4,-25,-35,-21
1845,-37,9,16,12,44,112,30,54
1846,21,-32,-12,5,-33,-88,-3,-3
1847,-16,68,-1,-23,3,50,17,25
1848,-41,-115,-19,-26,-24,-28,-26,-47
1849,-1,43,-3,2,14,85,-27,-5
1850,18,5,-1,11,-27,-117,-24,19
1851,-28,34,-1,16,12,123,12,21
1852,-40,-65,-16,-6,23,-75,40,-7
1853,33,127,32,-7,-24,-39,-35,-34
1854,-29,-104,-7,0,15,3,-13,25
1855,-48,-41,-11,11,-18,-88,24,-15
1856,58,-77,-4,-3,6,80,21,6
1857,-3,1,-12,0,-23,-58,-22,-18
1858,-4,50,-1,-10,-10,-38,39,-8
1859,40,-5,-2,-1,30,56,-12,44
1860,-98,17,14,14,-28,-106,-27,-6
1861,100,78,17,0,15,53,58,85
1862,-2,-16,-12,-18,-36,-11,-13,-13
1863,-34,12,-4,13,12,21,6,-52
1864,-10,-32,-8,3,32,-41,6,26
1865,-42,-12,12,-22,-21,-46,-22,-49
1866,-24,-53,-23,-17,-3,61,13,28
1867,69,14,-12,-10,-36,-72,-7,36
1868,41,98,30,19,12,-42,-9,-40
1869,-23,79,-24,-9,-16,-32,-17,31
1870,-22,-42,13,16,35,-22,-30,-13
1871,-1,16,10,-13,-15,-75,-2,-3
1872,-27,-6,-21,-16,-43,-20,-3,-10
1873,53,-36,5,-9,-9,21,11,42
1874,-19,-47,-31,0,-21,-57,1,13
1875,-11,27,7,14,47,113,-13,-26
1876,-30,1,1,-1,3,-30,60,35
1877,-1,-48,-2,-19,-39,-26,-29,26
1878,-40,64,17,7,36,96,-7,-43
1879,32,-80,-2,21,16,-8,52,57
1880,3,41,-7,1,-9,87,-11,-27
1881,-6,-97,-2,-10,-10,-102,-11,-23
1882,-2,-7,1,2,10,69,-16,10
1883,-9,-9,-12,-24,-8,-72,24,10
1884,53,31,4,10,5,92,31,76
1885,40,4,2,14,58,-18,12,-19
1886,-3,-3,-10,-21,-52,-125,-19,-26
1887,-5,30,-3,13,17,83,-67,-20
1888,-8,-57,3,-16,-36,49,-20,33
1889,-22,14,2,19,26,87,28,-32
1890,63,-2,19,9,63,48,59,75
1891,-38,54,2,-15,-46,-58,-35,-39
1892,-1,-22,6,10,11,-33,21,1
1893,26,-43,3,-3,-21,-28,-40,-40
1894,4,53,-4,23,30,51,51,21
1895,-30,-31,21,11,13,8,14,-21
1896,-78,1,2,-16,-33,-26,-28,19
1897,2,8,-12,6,-10,-4,-7,-79
1898,54,-19,-3,-16,31,57,26,29
1899,8,-29,-20,-23,-24,-59,-28,-30
1900,-15,23,-2,6,12,-1,-2,-33
1901,-45,-14,-5,-3,-35,-72,9,79
1902,17,41,16,7,-12,9,-16,-8
1903,-19,12,10,10,9,-44,-7,-22
1904,81,-44,0,-1,30,-6,4,-63
1905,-48,3,17,16,15,55,-15,10
1906,36,6,-20,-46,-56,-33,-38,-49
1907,-26,-44,-7,13,6,17,18,70
1908,45,-49,-2,19,22,-42,-6,-29
1909,-26,0,-16,-6,35,33,3,-5
1910,-28,-38,-1,-8,-55,-73,6,3
1911,1,-1,9,5,15,61,-16,-1
1912,33,-41,22,-4,-3,-47,-40,-45
1913,12,28,-20,-1,-7,-47,21,70
1914,-57,-19,8,25,28,48,39,2
1915,17,22,-15,-26,-31,-128,-55,-3
1916,31,-61,-5,-11,-20,-47,1,39
1917,-48,69,-5,0,-3,58,-21,-32
1918,37,16,0,5,-6,-40,5,48
1919,-14,-20,6,-6,5,32,2,-15
1920,-13,32,-2,1,14,15,4,0
1921,-61,-118,-14,-21,-47,-119,-44,-29
1922,31,78,15,14,44,53,11,28
1923,35,-31,-8,0,12,-29,-1,-29
1924,-23,84,-14,3,-32,38,33,64
1925,-14,-60,17,-1,21,-40,34,-10
1926,42,-50,-33,-20,-26,18,-33,16
1927,-76,-26,4,-3,8,22,2,-49
1928,45,-9,-3,-4,-16,-12,11,-26
1929,17,80,6,20,22,-28,-4,-26
1930,-7,6,10,0,7,33,26,-19
1931,11,-15,-5,-10,-27,-89,-53,-4
1932,-25,7,8,21,33,46,38,54
1933,-16,0,-12,-16,-18,55,-46,-88
1934,14,-28,12,-8,7,13,54,27
1935,34,60,-1,11,-2,-25,55,4
1936,22,8,-8,-16,-13,-46,-6,27
1937,40,43,12,9,30,107,-11,52
1938,-74,-97,-7,-4,-2,-68,-67,-89
1939,4,-5,-1,13,-16,49,39,-14
1940,-19,94,0,-22,-15,-2,7,42
1941,44,55,1,-1,1,116,0,-5
1942,1,10,-15,0,-25,-119,-21,6
1943,-21,-18,4,19,42,88,13,38
1944,-26,29,6,3,9,-37,-37,-31
1945,61,-52,-3,-17,-37,-1,30,-1
1946,12,28,-2,6,30,58,37,62
1947,19,49,-7,-7,-7,-25,1,23
1948,-23,-109,-8,0,-19,39,-25,-25
1949,-12,-36,9,1,18,-17,-2,14
1950,-7,55,9,19,19,45,20,-1
1951,-20,36,0,-13,-10,2,-14,-10
1952,-32,4,-11,-13,-25,-47,-25,-36
1953,10,5,-1,21,35,30,40,22
1954,0,-28,-1,-32,0,-62,23,15
1955,-19,-25,-13,-14,-53,-86,-38,-70
1956,16,17,0,3,29,67,11,42
1957,-24,-24,-11,-16,10,3,-11,-37
1958,-41,4,2,19,10,10,42,-44
1959,110,-13,19,7,10,-50,-7,-2
1960,-58,31,1,0,-21,-28,-39,-75
1961,89,-95,-40,-11,0,10,11,49
1962,-74,94,-9,0,-2,31,-1,-63
1963,-13,-14,26,8,26,74,0,42
1964,-23,-102,-18,-5,-25,-67,-7,-67
1965,-15,99,20,10,33,41,-23,18
1966,19,-29,6,-16,-52,-128,-49,9
1967,-43,-82,-19,2,-2,35,5,-50
1968,40,52,15,25,23,-62,-14,26
1969,-32,17,6,1,0,-30,19,-40
1970,26,-59,-20,-32,-46,-8,-1,80
1971,63,109,11,-5,5,11,4,2
1972,-15,-29,3,9,6,-12,17,10
1973,-63,-43,1,-4,-52,-118,-65,-5
1974,25,35,12,30,40,53,38,-90
1975,12,-25,-2,-16,22,-19,21,33
1976,-16,-44,-23,-20,-15,-14,17,-4
1977,25,-8,-10,-7,-13,50,-7,10
1978,3,-18,33,22,35,-20,8,5
1979,-2,-88,-36,-8,-31,-13,-44,24
1980,-7,24,25,16,22,45,5,-14
1981,-17,-14,9,4,33,42,40,-6
1982,-34,-37,-18,-15,-25,8,-74,-24
1983,40,28,5,-9,-18,45,54,51
1984,-17,33,-15,-1,13,-11,-39,6
1985,-27,25,5,4,1,-74,-26,38
1986,-10,3,-2,-2,21,127,11,35
1987,-29,-57,-6,8,-18,-62,60,24
1988,7,89,9,-22,-4,101,12,-51
1989,-2,-38,-15,-1,-19,-100,-11,46
1990,27,-10,17,21,37,29,-3,-30
1991,-84,0,-4,-3,-4,-18,-37,41
1992,36,-1,-10,-12,4,-19,12,18
1993,-51,12,-6,-7,-45,-124,12,-60
1994,17,38,7,-8,-10,24,-86,-12
1995,32,-82,-28,15,14,11,48,10
1996,-36,105,-2,8,6,-19,10,-12
1997,12,23,2,-21,-9,92,25,-34
1998,27,-64,-16,-7,-8,-71,-60,22
1999,-47,44,27,-6,-22,-11,22,-103
2000,47,-61,-10,22,30,-22,23,4
2001,-44,-74,-7,-13,-2,1,-4,-31
2002,20,104,9,1,-16,9,5,-23
2003,-13,17,-6,13,-13,11,-54,-76
2004,48,-35,4,-33,-25,-4,-10,-7
2005,-31,109,11,11,11,-56,22,77
2006,31,45,-13,-4,21,53,-37,-68
2007,-20,-56,-11,-10,-24,-113,0,11
2008,-11,-7,10,10,35,62,7,-24
2009,22,57,16,17,43,27,42,-23
2010,-67,-64,-38,-19,-48,-63,6,66
2011,3,-20,-3,-4,25,44,-14,20
2012,76,9,4,12,9,25,32,-37
2013,92,-86,-1,-1,-31,15,-11,33
2014,-73,16,12,7,7,-21,35,74
2015,24,-20,4,9,29,39,-21,-7
2016,-6,-43,-9,-11,-23,-35,-31,30
2017,24,-19,-10,-2,-3,18,47,-28
2018,-34,-48,6,-10,-1,-67,16,27
2019,64,121,-10,-18,-28,14,-9,39
2020,-72,-17,4,-3,30,-38,4,14
2021,16,-1,9,17,27,68,-44,-43
2022,-6,-37,1,11,11,-44,107,-13
2023,93,70,21,6,-6,-15,-14,97
2024,-7,-31,-5,9,6,58,-16,-25
2025,-20,-3,-3,-11,-31,-61,-6,-38
2026,-19,68,9,-6,4,53,-2,36
2027,-33,-66,-30,-3,41,54,11,-80
2028,15,89,14,0,-32,7,1,29
2029,-4,-30,2,5,-4,-86,-31,9
2030,-49,30,5,9,6,59,-29,-51
2031,-73,-23,-17,-32,-55,-127,-62,-40
2032,83,9,7,28,66,81,27,36
2033,3,10,-2,4,-1,-10,38,-22
2034,12,-57,-12,-17,-33,-53,-56,-46
2035,-21,35,7,-22,-13,-32,1,31
2036,-50,-45,9,26,53,37,-20,27
2037,6,-2,15,1,-4,24,20,22
2038,93,26,-1,-12,-31,-11,13,46
2039,-49,-104,-9,4,-10,-8,-15,-46
2040,16,99,14,0,0,16,5,8
2041,-47,7,-7,-20,-15,-62,-41,-5
2042,15,-75,-4,23,58,66,36,49
2043,14,18,13,5,-26,-77,-18,-79
2044,-21,-128,-10,-12,-13,-5,54,-4
2045,53,-71,8,13,3,-44,-59,-52
2046,44,111,8,-2,0,-53,63,-66
2047,-54,5,-8,2,32,66,24,40
2048,-39,-39,-15,-15,-66,-128,-35,37
2049,-48,65,6,18,44,106,32,-13
2050,36,-35,-12,-10,-43,-113,-92,-89
2051,37,12,26,24,52,109,38,64
2052,-10,0,-5,-23,-53,-119,-42,-79
2053,1,16,-16,-27,-12,86,40,87
2054,-46,-25,2,3,27,18,-10,36
2055,-5,-14,0,4,-5,-13,-34,13
2056,13,-17,25,12,11,37,-17,29
2057,6,-21,-7,4,-4,-70,15,0
2058,-14,28,3,-14,-31,-76,-8,-25
2059,-51,-96,-16,6,16,23,-24,27
2060,71,-9,-20,-1,-6,-2,14,-28
2061,-62,49,12,-3,-3,-73,-31,-56
2062,-1,-34,5,1,-2,58,20,58
2063,42,127,14,9,22,10,83,-1
2064,-44,-19,-14,-14,-8,27,18,-49
2065,39,24,-4,11,-20,-36,-13,-12
2066,0,37,-7,4,8,-16,-55,-61
2067,5,35,11,-29,-31,18,-36,-17
2068,13,36,11,-12,28,56,7,51
2069,-24,-102,-41,-11,6,94,14,-48
2070,47,41,32,25,-12,-84,10,6
2071,-4,3,0,13,18,21,1,16
2072,-2,-31,9,2,-8,7,-17,-63
2073,13,34,1,-23,-33,65,-33,10
2074,44,-40,3,21,36,-24,32,24
2075,-112,12,20,0,8,29,17,-15
2076,66,-23,-10,-8,-18,-92,-24,-1
2077,23,1,-9,13,0,14,22,35
2078,-44,-38,-12,-18,-17,33,3,-22
2079,-36,-72,-11,-5,-18,-70,-39,-50
2080,-2,70,11,12,23,69,50,18
2081,18,-38,2,7,3,-43,3,7
2082,-62,5,-7,-18,5,-5,-25,-5
2083,36,11,-12,-23,-24,-21,-9,-6
2084,-48,-25,-11,1,4,-26,-18,-7
2085,9,34,26,40,13,-36,-23,6
2086,1,8,-19,-28,-25,16,5,-18
2087,27,25,-8,-2,7,14,16,-15
2088,-13,-17,-13,-13,-19,-14,1,7
2089,-32,48,9,-1,25,55,14,13
2090,28,-32,-2,12,3,34,-7,11
2091,51,-49,0,9,7,-1,5,-6
2092,-29,68,1,-2,0,-23,19,-8
2093,-3,-42,-10,-5,-23,-27,-21,4
2094,-30,-11,8,-3,3,29,0,-28
2095,14,31,-2,16,47,10,-20,15
2096,-3,-20,-3,-2,-48,-11,-1,-4
2097,-6,8,1,-17,-9,-9,4,-7
2098,10,5,-12,3,34,86,-9,-3
2099,17,29,4,-4,-16,-1,8,2
2100,-23,-44,7,15,16,-36,-6,3
2101,4,0,-8,-9,3,-58,-2,12
2102,8,-7,-5,-8,-28,-45,11,11
2103,-8,-15,5,5,4,-3,11,-8
2104,-1,17,-2,-3,-11,25,1,8
2105,-17,21,-2,-2,-1,11,22,2
2106,1,-40,-6,-1,0,-24,-5,-8
2107,-14,1,-6,-5,-9,51,-1,-2
2108,49,79,9,2,15,2,-16,24
2109,-20,-11,1,4,21,35,19,7
2110,4,2,0,13,-9,-14,-2,4
2111,0,3,-7,-9,-9,-47,-21,0
2112,-23,-15,-2,-9,1,15,-3,-12
2113,22,14,3,-6,3,-34,-11,16
2114,-7,16,-2,6,4,10,0,3
2115,2,-8,-3,7,-7,-27,8,-2
2116,-8,-8,-5,-17,4,-22,-12,-3
2117,5,13,1,-3,3,19,0,-5
2118,0,-5,3,12,14,6,24,1
2119,13,14,13,4,5,43,11,16
2120,2,-20,-9,12,11,3,21,3
2121,-6,-12,-2,-8,-14,-27,-38,-9
2122,-7,-25,2,-7,-11,-12,11,0
2123,-2,-14,-16,-9,-13,-23,-10,-32
2124,3,1,5,4,9,-6,-11,14
2125,-4,-4,10,0,-10,-2,14,-16
2126,-11,5,-10,-6,-8,21,-9,-2
2127,2,1,0,0,6,-7,-7,-6
2128,-12,-15,-7,-3,-18,-20,-3,-3
2129,3,0,-2,8,15,-22,7,8
2130,-3,13,3,-1,8,7,-6,-4
2131,1,-5,0,-2,0,2,3,3
2132,-5,7,-3,4,2,-43,-2,0
2133,5,-1,-1,-15,-24,-8,1,6
2134,-3,10,5,0,0,21,2,2
2135,5,6,0,4,3,-46,-3,3
2136,-4,-2,-9,0,-7,-11,-1,0
2137,2,-13,-3,0,15,10,-1,-3
2138,-5,12,-3,-7,-8,3,0,0
2139,1,5,11,4,5,61,4,4
2140,-1,6,5,7,6,11,-2,1
2141,-8,-17,0,2,-3,21,4,0
2142,2,1,-6,-1,2,-6,-2,-3
2143,-3,4,-1,-3,-5,4,-8,9
2144,-4,-5,0,-4,-6,2,0,-2
2145,1,2,2,1,-1,22,-7,-2
2146,-3,2,0,3,10,-7,-3,-7
2147,1,10,4,-1,-3,-11,14,9
2148,-3,-24,-6,-6,-5,12,0,2
2149,-1,7,-8,-5,-9,-36,-12,-8
2150,2,-2,1,1,5,-5,-2,6
2151,1,-2,1,0,1,21,3,-5
2152,-3,-3,-3,-4,-4,-14,-2,1
2153,5,1,-1,-5,-2,10,3,4
2154,-4,-1,1,-4,-2,12,-2,-1
2155,3,-1,-4,1,1,-20,-2,-2
2156,0,1,7,-4,9,24,-1,-2
2157,0,1,-6,9,-1,-11,-6,-3
2158,-1,-5,3,-2,-7,0,-1,0
2159,-2,14,-3,-7,-5,-28,-6,-4
2160,0,-21,-7,-1,-3,4,3,-4
2161,-1,1,0,6,5,14,0,1
2162,0,3,2,0,1,-10,4,2
2163,0,2,2,1,-1,-2,-4,-3
2164,0,6,-1,2,-2,26,0,-1
2165,1,0,0,-2,-2,-18,3,7
2166,-1,6,0,4,-3,4,-9,-3
2167,2,-10,-5,-3,-4,-28,2,-2
2168,-3,2,0,-1,0,-4,-4,-1
2169,-3,1,0,1,8,25,20,2
2170,-2,0,-4,-4,-9,-29,-9,-3
2171,1,4,2,0,11,25,6,-1
2172,-2,1,-4,-1,-3,6,-5,-2
2173,3,0,-3,-5,-8,-28,0,1
2174,-3,-1,-2,2,11,35,13,-7
2175,-1,-3,-4,-2,-9,-26,-13,1
2176,-1,3,6,2,-4,-1,4,0
2177,0,1,0,1,4,27,-5,-2
2178,0,-2,-2,-8,-5,-9,2,0
2179,-2,-6,-4,1,-2,-1,-1,-2
2180,-3,3,-2,-1,-2,-2,-5,-1
2181,1,-1,-1,-3,-3,5,-8,-1
2182,0,0,1,4,8,3,8,4
2183,-1,1,-1,-1,2,4,0,-4
2184,-2,-1,0,5,-11,-24,-3,-2
2185,-1,-1,-2,-10,-9,-27,-4,-5
2186,-1,-4,-5,-3,9,49,-3,1
2187,1,-3,-2,-3,-4,-1,0,-1
2188,0,2,3,3,2,-13,5,0
2189,-1,1,1,2,1,3,-6,-2
2190,-1,1,1,-1,-6,-25,-3,-3
2191,-1,-3,0,-1,-4,3,-4,-1
2192,0,-1,-1,-4,3,10,4,1
2193,-1,1,-3,-1,7,-4,-3,1
2194,1,-1,2,0,0,1,-3,2
2195,-1,-1,0,8,-2,-13,0,-3
2196,-1,-2,0,-2,-5,0,-1,-3
2197,1,-1,0,-3,-1,2,1,-1
2198,0,-3,0,2,1,-4,3,0
2199,-1,-1,-2,-4,-1,14,-1,0
2200,-1,-1,-3,-1,-1,9,-2,-1
2201,-2,-1,-3,-1,-1,-1,4,1
2202,0,0,0,-1,-3,-5,-9,0
2203,-1,0,-2,0,-6,-23,0,-1
2204,-3,1,0,0,3,18,-4,-1
2205,0,-2,0,3,2,27,15,0
2206,-2,-2,-1,-3,-4,-10,-3,-2
2207,-1,-1,-3,-4,2,18,-1,-1
2208,1,0,0,1,-3,-18,0,0
2209,-1,0,-1,-2,-2,8,3,-1
2210,-1,-1,-1,2,3,16,2,0
2211,-1,-2,1,4,-2,-22,3,-3
2212,2,0,-2,-6,4,5,-4,-2
2213,-1,0,-3,-2,-4,-38,-8,-4
2214,-1,1,-1,-1,-2,26,5,2
2215,2,0,0,0,-1,6,-1,1
2216,-1,0,0,0,-3,-5,-1,-1
2217,1,1,4,2,2,10,-4,0
2218,0,-2,-5,-5,-5,-17,-1,-2
2219,-2,-2,-2,-6,-5,1,1,-1
2220,-2,-1,0,1,2,-4,-2,-2
2221,-1,1,0,3,3,37,3,1
2222,0,-2,-1,-1,0,-19,-3,-2
2223,1,-1,2,0,-1,0,-2,1
2224,-1,-1,-4,1,-2,-9,1,1
2225,0,-1,-1,-6,-2,-5,-7,0
2226,0,0,0,2,0,-11,0,-1
2227,0,0,-2,-5,2,6,2,1
2228,-1,0,-1,-2,-2,-2,-2,-4
2229,0,-3,0,2,-2,-2,-10,-2
2230,-1,-3,-3,-2,-3,-6,9,1
2231,-1,-3,-1,0,-1,-22,1,-1
2232,0,-2,-3,-1,-5,-12,-5,-4
2233,-1,2,-1,-1,6,34,3,-1
2234,-1,0,-1,1,-2,-9,-4,-2
2235,-1,0,0,1,1,6,-5,-1
2236,-1,-1,1,-1,5,38,7,1
2237,-2,-2,-4,-5,-5,-9,-3,-1
2238,-1,-1,0,-2,-3,-2,-3,0
2239,-1,-1,0,3,7,18,2,1
2240,-3,-2,-2,0,-5,-19,-4,-2
2241,-2,0,-1,-5,-3,-9,-2,-1
2242,1,2,1,1,2,5,-4,-1
2243,-1,-1,-2,-1,-2,2,5,0
2244,0,-1,-1,0,-1,-9,-2,0
2245,-2,-1,-1,1,-3,-7,0,-1
2246,-1,-1,-3,1,-3,-15,-6,-4
2247,-1,0,0,-3,3,26,0,1
2248,-1,-1,-2,-2,1,-10,4,-2
2249,0,-1,-1,2,-1,4,1,3
2250,-1,-1,0,-2,0,6,-3,1
2251,-1,-3,-2,0,-3,-7,-4,-3
2252,0,-1,3,-2,-4,-5,-5,-1
2253,-1,-2,-4,0,-1,-9,1,-1
2254,-2,-1,-1,1,0,11,-4,-1
2255,1,0,-1,-2,-2,-7,-6,-3
2256,0,0,0,2,4,10,4,0
2257,-1,-2,0,-7,-5,-14,-7,-2
2258,-2,-3,-3,-2,-1,1,2,-1
2259,-2,0,-1,-2,-3,-15,-1,-1
2260,-1,-1,2,0,0,61,2,0
2261,0,-1,0,1,2,-12,0,-1
2262,0,-1,-1,-2,-2,-11,0,0
2263,-1,-2,0,-4,-4,-8,-3,-2
2264,-1,-2,-3,-1,-2,-16,-5,0
2265,0,1,1,1,-3,-2,5,-1
2266,-2,1,-2,3,5,14,0,1
2267,-2,0,1,-3,-2,-3,-3,0
2268,1,-2,-2,-2,-2,-14,-3,-1
2269,-3,-1,-3,-3,-3,-7,-1,-3
2270,-1,-2,-1,0,0,3,0,-1
2271,-1,-2,-4,-1,5,32,5,3
2272,-1,-1,-2,-1,2,-11,3,-2
2273,1,0,1,0,-3,-7,-4,1
2274,-1,-2,0,-1,-5,-9,-2,-4
2275,1,-1,-2,1,-1,7,2,0
2276,-1,0,-1,-3,-2,-3,0,1
2277,0,0,1,3,3,0,-1,0
2278,0,0,1,0,0,4,-1,-2
2279,-1,1,-1,-1,-4,-6,-5,-3
2280,1,-1,1,0,0,-17,4,-1
2281,-2,-2,-5,-1,-4,-6,-3,-2
2282,-2,-1,-1,-5,-2,5,-1,0
2283,-1,-1,2,2,7,4,0,-1
2284,0,-2,-2,-1,-1,-17,-4,0
2285,0,-1,0,0,2,37,0,0
2286,0,1,-1,2,5,-2,3,0
2287,-1,-1,0,3,-4,-6,0,0
2288,0,-1,0,1,-2,-2,-3,-2
2289,-1,-1,-2,-8,-4,-12,-4,-3
2290,0,-1,1,1,-4,0,2,1
2291,-1,-1,-1,-6,-2,-7,1,-1
2292,0,-1,-2,0,0,0,-6,-2
2293,-3,-4,-3,-2,1,-6,-3,-3
2294,-1,-2,-1,-5,-5,-9,-10,-3
2295,0,-1,0,2,4,10,5,0
2296,-1,-1,-1,-2,-5,-19,5,0
2297,0,1,-1,0,2,9,1,1
2298,-1,0,0,2,0,-1,-1,-1
2299,-3,-2,-2,-4,-7,-26,-7,-1
2300,-1,-2,-3,-5,-3,-5,-2,-2
2301,0,0,1,2,7,24,0,0
2302,-2,1,-1,2,1,1,2,-1
2303,0,0,0,0,-2,1,0,-2
2304,-2,-1,-2,-2,-1,-5,-4,-2
2305,0,-1,2,-1,-6,-29,2,-2
2306,-1,-1,-2,-1,2,38,-2,0
2307,-1,-2,-3,0,-3,-6,-3,-1
2308,-2,-1,2,-3,0,13,3,-1
2309,-1,-1,0,-1,-3,-12,-4,1
2310,-1,-2,-1,-1,0,-9,-1,-2
2311,-1,0,-4,-1,0,-7,-2,-1
2312,0,0,-2,-1,0,4,-2,0
2313,0,-1,-1,2,-1,-4,-1,-1
2314,1,0,-1,2,-2,-18,-2,-2
2315,0,-1,0,-3,-1,8,-3,-2
2316,-2,0,-3,-5,-4,3,7,3
2317,-1,0,-3,-3,-4,-21,-2,-2
2318,-1,-2,-1,1,6,25,2,0
2319,1,1,2,2,0,-1,0,1
2320,-1,-1,0,-2,2,11,-4,1
2321,-1,-1,-2,-2,-7,-13,-1,-2
2322,-1,-1,0,3,0,3,1,-1
2323,0,-1,-2,-4,-1,3,-4,0
2324,0,1,-3,-1,-1,-7,-2,-3
2325,0,-1,1,3,-2,3,0,0
2326,-1,-2,-1,-4,-3,-12,-2,-1
2327,-1,-2,-3,-4,-2,0,-1,-3
2328,0,-2,-3,-2,0,16,0,-1
2329,-1,2,0,3,4,10,3,1
2330,1,0,-1,0,-4,-12,-2,-1
2331,-2,-1,1,3,0,-3,-2,0
2332,1,-1,-1,0,-2,-9,-2,-2
2333,-1,-2,0,0,-1,2,0,0
2334,-2,0,-2,-1,-1,-6,-1,-2
2335,0,-2,-2,0,1,16,3,0
2336,1,0,1,0,-1,-5,-3,0
2337,0,-1,0,0,5,2,-1,0
2338,0,-2,-2,-4,-3,-15,-1,-1
2339,0,-1,-2,0,-5,-10,-1,-1
2340,-1,-1,-1,4,-2,3,2,0
2341,0,-2,0,-2,5,4,-1,-1
2342,-2,-3,-4,-6,-4,-11,-4,-4
2343,-1,-1,-2,0,-3,3,-1,-1
2344,0,0,1,2,0,-7,-2,0
2345,0,1,-1,-4,-4,-6,1,-1
2346,0,-1,-1,1,-1,6,0,2
2347,-2,0,1,-2,-1,-8,-2,-2
2348,-1,0,-2,3,1,3,0,0
2349,-1,-1,0,-1,-2,-1,-1,1
2350,0,0,-2,-2,1,16,3,-1
2351,0,0,0,2,-2,-8,-2,0
2352,0,-1,0,-3,-1,7,2,0
2353,-2,-1,-2,-1,-3,-13,-1,-3
2354,0,-1,-1,0,4,28,-1,-1
2355,-1,0,-1,-2,-3,-6,-2,-1
2356,-2,0,-2,0,-1,-2,1,-2
2357,-1,-2,-2,-1,-3,-4,0,0
2358,-2,1,2,0,-2,-13,0,0
2359,-2,0,-1,0,7,32,2,0
2360,-1,-1,1,0,-1,-17,-4,-1
2361,-3,-1,-2,0,-2,23,-1,-2
2362,0,-3,0,-4,-4,-12,0,-1
2363,1,-1,-1,-2,-1,-6,-1,0
2364,-1,-3,0,0,1,-8,0,0
2365,1,-1,-1,0,0,-8,-4,-1
2366,-2,-1,1,1,-1,10,0,-1
2367,0,-2,-3,0,-1,-5,0,-1
2368,-1,1,1,-3,-2,-6,0,0
2369,0,-2,-2,0,-4,-6,-2,-2
2370,0,1,0,-1,0,18,0,1
2371,-2,-1,-1,0,-2,-14,-1,-3
2372,-2,-2,0,-1,1,7,0,-1
2373,-1,0,1,-1,2,4,0,0
2374,-1,-1,-1,0,-5,-24,-2,-1
2375,-1,0,-1,0,-3,-2,-2,1
2376,1,-2,-1,2,2,25,1,0
2377,-1,-1,0,-2,0,-5,0,0
2378,-1,-1,-2,3,4,19,1,-1
2379,0,1,0,-6,-2,-10,-1,-1
2380,-1,-2,-2,-4,-4,-6,-2,-3
2381,-1,-3,0,1,-3,1,-1,0
2382,-1,0,0,1,-4,-11,5,0
2383,-1,0,1,0,2,8,1,1
2384,-1,-2,-2,-1,3,-3,-4,-1
2385,0,0,-1,-2,3,9,-3,-1
2386,0,-1,-1,2,-4,-14,-3,1
2387,-2,-1,-1,-2,-1,1,0,-2
2388,-1,-1,0,-3,-1,-3,0,-2
2389,-1,-2,-1,0,1,-7,1,-2
2390,-2,-1,-1,-3,-7,11,-5,-1
2391,-1,-1,2,2,-3,-15,1,-1
2392,0,2,1,1,-1,0,-3,0
2393,0,0,-1,0,7,27,4,1
2394,-1,0,0,0,2,-20,0,0
2395,0,1,-2,-2,2,2,-2,-2
2396,-1,0,-1,0,1,-2,0,-1
2397,-1,-4,-1,-4,-5,-5,-3,-2
2398,-2,-2,-1,-3,-1,-12,1,-1
2399,0,-3,0,0,-2,13,0,1
2400,0,-2,-1,3,-1,-7,-2,-1
2401,-3,0,-1,-2,-1,-4,0,-1
2402,-1,-2,-4,-5,0,-1,-3,0
2403,-1,-2,0,2,-1,-25,4,1
2404,-2,-2,-3,0,-1,27,-1,-1
2405,0,0,-2,-2,2,9,0,0
2406,0,-1,2,-2,-3,-18,-3,0
2407,-1,0,0,-1,-2,-2,-3,-1
2408,0,-1,-2,-2,0,-1,1,-2
2409,0,1,-2,1,-4,-5,-1,-3
2410,-1,0,-3,-2,1,-1,0,-1
2411,-1,0,-2,-2,-2,4,-2,2
2412,-1,-1,0,0,-3,-17,-1,1
2413,1,0,1,0,1,12,1,1
2414,0,-2,0,2,0,3,-2,0
2415,-1,0,-1,-2,3,4,-2,-3
2416,-1,-1,-3,-1,-3,-4,-1,-1
2417,-1,0,-1,-4,-4,-11,2,0
2418,0,0,-1,2,-4,-10,1,-2
2419,-1,-1,-1,4,1,24,0,0
2420,0,-1,0,-3,0,-16,-1,-1
2421,0,-2,-1,1,-3,-8,-1,-1
2422,0,-3,-1,-2,-3,-6,-1,-1
2423,-2,-1,-3,-2,-1,-8,-2,-2
2424,-2,2,-1,-1,-2,2,-1,-1
2425,-1,1,1,0,1,1,-3,0
2426,0,-2,-2,-2,0,-2,4,-2
2427,-1,-3,0,2,-1,-13,-2,-1
2428,0,1,-1,-4,-2,7,1,1
2429,-1,0,-5,0,-2,-8,-5,-2
2430,-1,0,-1,-1,0,-7,-1,1
