time_steps,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
42,-2,-1,-2,-1,-3,-9,-2,-2
43,0,0,-1,-2,-2,5,-2,-1
44,-3,-1,0,0,0,0,0,0
45,0,-1,-1,-1,-2,5,-2,0
46,-2,0,-1,1,-4,-48,0,3
47,-2,-1,0,0,2,3,-1,-2
48,-2,-2,-3,-3,-7,-25,-3,-1
49,-1,-1,1,-1,8,33,2,-2
50,-1,0,-1,0,-3,-8,-1,-4
51,-2,-3,-2,1,-3,1,-2,-1
52,3,1,-2,0,2,-2,0,0
53,-3,-1,-1,-1,2,6,-2,-1
54,1,1,-1,-3,-1,9,0,-1
55,-3,-1,-2,-1,-1,-8,-1,-1
56,-2,-1,-1,0,2,25,1,0
57,1,0,-1,-1,-4,-7,-1,0
58,-2,-1,0,-2,-1,9,-3,-1
59,1,0,-1,-2,-1,-9,-1,-2
60,-2,-1,-1,-1,-5,-7,-2,-2
61,-1,-1,2,-2,5,17,2,-2
62,1,-2,1,0,1,5,0,-1
63,-1,2,-1,-1,3,24,2,0
64,-3,0,0,1,0,-9,-3,-1
65,-1,-2,-4,-3,-5,-4,-1,-1
66,1,-1,0,-1,-6,2,-1,-3
67,1,0,-1,-1,0,-17,0,0
68,0,0,0,0,7,33,2,0
69,0,-1,-2,0,-4,-16,-3,-2
70,-1,0,-3,0,-1,7,3,0
71,-1,-2,-3,-1,1,13,-3,-1
72,0,-1,1,-3,-7,-47,-2,-1
73,-1,1,-1,0,6,41,1,-1
74,-2,-3,0,-1,-2,2,0,0
75,-2,-1,0,1,-2,-12,-1,-1
76,1,-1,-2,-2,-5,-11,-2,0
77,-1,-1,0,-2,-5,-15,-1,0
78,-1,1,-1,0,0,-12,-1,0
79,-2,-2,-1,1,0,-8,-1,-1
80,-3,1,-1,-2,4,32,0,-1
81,1,-2,-1,0,-2,-4,-2,0
82,-1,-1,-1,-2,1,13,-3,1
83,0,-2,0,-3,-4,-29,0,0
84,0,1,1,-1,2,-2,0,0
85,-1,-2,-1,1,0,1,0,-1
86,-1,-3,-2,-2,-1,4,-2,-3
87,2,-1,2,2,1,15,0,0
88,1,-3,-1,-2,-4,-13,-1,-1
89,-2,0,-2,-4,-4,-22,0,1
90,-1,0,-2,-2,5,33,0,1
91,1,-1,-2,-1,2,6,0,0
92,1,-2,1,2,-1,-5,-1,-1
93,-1,0,1,0,-7,-15,-2,-1
94,0,-1,-1,-1,1,-23,-1,-2
95,-2,-1,0,-2,4,15,-1,1
96,-1,-1,-1,1,0,-1,0,-1
97,0,0,-2,-1,-5,-23,-1,-1
98,-1,0,-2,-2,-1,13,-2,-2
99,-2,1,0,-2,-4,7,1,-2
100,-1,-2,0,-2,0,-8,-4,-1
101,0,-1,0,1,0,0,2,0
102,-3,-1,-1,-1,2,-8,0,-2
103,0,0,-1,1,-3,-5,-3,1
104,0,1,0,0,-1,1,-2,0
105,-2,0,-3,-1,3,14,-2,0
106,-2,-1,0,-2,-2,-3,-2,-2
107,1,-1,1,-2,-5,-28,1,0
108,0,0,-1,0,-1,9,-1,0
109,1,0,2,1,3,16,1,1
110,0,0,-1,-1,-2,-6,-1,0
111,-2,-1,-2,-1,-2,3,-1,-4
112,-1,-2,-2,1,1,14,-1,0
113,-1,-1,-1,-1,2,-5,-1,-2
114,-1,0,-1,-1,-1,-4,0,2
115,-2,-1,0,-2,-3,-9,-1,-1
116,-1,-2,-1,-3,-1,0,0,-2
117,-1,-2,-1,-1,1,2,0,-2
118,0,-1,-1,0,0,6,-2,0
119,0,0,-1,0,-1,-12,-2,0
120,-1,0,0,-2,-2,-6,1,-1
121,-1,0,-1,-3,-11,-32,-3,-1
122,-1,-1,-2,0,7,24,1,-2
123,-1,-1,-1,1,8,41,2,0
124,-1,-2,-3,-2,2,2,0,0
125,0,1,-1,-2,-3,-11,0,-2
126,0,0,0,0,-4,-16,0,-1
127,-1,-2,-1,0,0,-10,-1,-1
128,-2,-1,-2,-1,0,-4,-1,0
129,0,-1,0,-2,0,3,-1,-1
130,0,-2,-1,-3,-4,-10,-3,0
131,-1,0,0,0,-1,-2,-1,-1
132,1,0,0,0,-5,-14,-3,0
133,-2,-2,-2,-1,-3,-25,-3,0
134,0,-2,-3,1,3,18,0,-1
135,0,-1,-2,-1,1,29,2,0
136,-1,0,1,0,0,13,1,-1
137,-1,1,-2,-2,0,3,-2,-1
138,-1,-1,1,-1,-4,-18,-3,-1
139,-1,-2,-3,-2,-3,-12,-2,0
140,-1,-1,0,-2,-5,-9,0,-2
141,0,-2,0,1,4,9,-1,0
142,-1,1,1,2,4,23,2,1
143,-1,0,0,0,-4,-12,-1,-1
144,-2,-1,-2,-2,-7,-18,-2,-2
145,-1,-1,-2,-1,9,50,-1,0
146,-1,-2,-2,-2,-5,-14,-3,-4
147,0,-1,-3,-2,1,-4,1,1
148,-1,-2,-1,-1,0,-5,0,-1
149,-1,-3,-2,-1,-4,-8,0,-1
150,-1,0,2,1,-1,-8,-2,0
151,0,-2,2,0,-1,2,-1,-1
152,0,-1,-1,-2,-4,-4,-2,-3
153,-1,-1,1,0,1,3,1,-1
154,0,0,-1,-1,-3,-10,0,-2
155,-2,1,-1,-2,-2,-10,-1,-2
156,-1,-1,0,-2,4,30,0,1
157,0,1,-1,0,-1,-6,-2,-2
158,0,0,-2,-1,-7,-13,-2,-1
159,-2,-3,-2,0,-1,-7,-1,0
160,-1,-1,-1,1,1,-7,-1,0
161,-2,-1,-1,-2,-1,6,1,0
162,-1,0,0,0,-1,7,1,1
163,0,0,-1,-3,-3,-13,-2,-3
164,-1,-2,-2,-1,-1,0,-3,0
165,-2,-4,0,2,-5,-10,-3,-3
166,-2,-2,-2,-2,0,-5,-2,-1
167,-1,-3,-1,-1,-3,-4,-2,-3
168,0,2,0,1,1,7,1,-2
169,1,0,-1,-3,2,2,-1,1
170,0,-1,-1,-2,0,-26,-2,0
171,-1,0,1,0,4,16,1,1
172,1,-1,-2,-1,0,7,0,-1
173,-2,-1,-2,-1,-4,-4,-1,-1
174,-2,-1,-1,-1,0,-5,-2,1
175,-2,-2,-1,-2,-2,-6,-2,1
176,1,-1,-1,-1,-2,-2,0,-1
177,-1,0,-2,-3,-3,-8,0,-2
178,0,1,0,-1,-2,-8,-1,-3
179,-1,0,-2,1,1,11,-2,-2
180,-1,-2,-1,-2,-2,-15,0,-1
181,1,0,-2,0,0,6,-1,-3
182,-1,0,-1,-2,-5,-1,-1,-2
183,-1,-1,-3,-1,-2,-3,0,0
184,-2,-3,-2,-1,1,15,-1,-2
185,1,0,-1,-1,4,-5,1,0
186,-1,0,-3,-1,-1,5,-1,-2
187,-1,-1,0,-1,-2,4,-2,-2
188,-1,1,1,-1,-3,-24,1,2
189,0,-2,0,0,3,27,0,0
190,0,-2,-1,-1,0,14,1,1
191,0,-1,0,0,-3,-11,-2,-1
192,-3,0,-3,-1,-1,-1,-1,-1
193,-2,-3,-1,0,-4,-14,-4,0
194,-1,-2,1,0,1,-12,1,-1
195,1,0,-1,-1,3,20,2,1
196,-1,-1,-2,-1,0,-1,0,-2
197,-4,-1,0,-1,-4,-8,-2,-3
198,0,-3,-1,-3,-3,-8,-1,0
199,-3,-1,1,2,2,-16,1,1
200,0,0,-1,1,1,17,0,0
201,0,-1,-1,-2,-1,-6,0,1
202,-2,1,-1,0,-5,0,-3,-2
203,-2,0,-1,-3,-2,-13,-1,-2
204,1,0,0,0,6,19,-1,1
205,-2,-3,1,-1,-3,1,1,-1
206,-1,-2,0,0,0,3,-2,-1
207,-1,-1,-1,-2,-3,-1,-2,1
208,-2,-1,-1,0,-2,0,-1,-2
209,1,-1,-1,-1,1,-8,1,-1
210,0,0,-1,-1,-2,15,-2,0
211,-1,-4,-1,-4,-8,-31,-3,-2
212,-1,-1,-1,-2,-2,-8,-4,-1
213,-1,1,0,0,4,29,3,-1
214,-1,-1,-1,-1,1,11,0,-1
215,1,-2,1,0,2,11,2,-2
216,-1,-1,-1,-1,-7,-25,-1,0
217,-2,0,-1,-1,-5,-14,-3,-1
218,0,-2,-2,-1,-1,-9,-2,-1
219,0,0,0,0,4,13,-2,-1
220,0,-3,-1,-1,1,2,0,-1
221,-1,-1,0,-1,0,-7,-1,-1
222,-1,-2,0,-1,-2,-1,0,-1
223,-1,0,-2,-3,-2,1,-1,-1
224,-1,-1,-1,-2,1,-8,-1,-1
225,-2,-2,-2,-1,-3,-3,-1,-1
226,-1,0,-1,1,8,13,3,0
227,-1,-1,-1,0,-3,0,-2,0
228,-2,1,1,-1,0,14,-1,-2
229,-1,0,-2,-1,-4,-29,-3,-1
230,-2,-3,-3,1,-1,3,-2,-1
231,-2,0,0,0,-1,9,1,1
232,-2,0,-1,-2,-4,-19,-2,0
233,-1,-2,1,-1,1,5,-3,-2
234,0,1,0,-2,-1,-8,-1,0
235,0,-1,-1,-2,-3,-16,-3,-1
236,-1,-1,0,-1,1,48,1,-2
237,1,0,1,0,-1,-5,-2,1
238,-2,-3,-1,0,-2,2,0,-1
239,-1,-2,-1,0,-1,8,-2,-1
240,-1,0,-1,-1,-4,-23,-2,-1
241,-2,-1,-1,2,2,22,-1,-1
242,-1,0,-1,-2,0,-5,0,-2
243,-1,0,-1,-1,-4,-2,0,-1
244,0,-1,-1,0,-2,-7,-1,0
245,-2,-1,-2,0,-3,-12,-1,-1
246,-2,-1,-1,0,1,7,-2,-1
247,-2,-1,-1,-2,-1,-3,0,0
248,0,-1,-1,0,3,11,0,0
249,0,0,-1,-2,-1,-10,0,-1
250,-1,-1,-1,-1,-3,-1,-2,-1
251,0,0,-1,0,-3,-14,-1,-2
252,1,-1,-2,0,0,8,-1,0
253,-2,-2,-2,-3,4,6,-1,-1
254,0,0,0,-1,-4,-19,0,-2
255,-1,-1,1,-1,3,19,1,-1
256,-1,-2,0,-1,-7,-32,-3,-2
257,1,0,0,1,4,17,1,1
258,-2,-2,0,-1,-1,7,-2,0
259,-1,-1,0,-2,-4,-13,-3,-3
260,-2,-1,-1,-1,3,22,1,-2
261,-4,-2,-3,0,-3,-15,-2,-1
262,-2,-1,0,0,0,7,3,1
263,0,-2,0,1,1,4,-1,1
264,1,-2,-2,-2,-3,-18,-2,-1
265,0,-2,0,-2,-3,5,-3,1
266,1,-2,1,0,3,-3,1,1
267,-1,-2,-2,-2,2,13,-2,0
268,-3,0,-3,-1,0,6,-1,-1
269,0,-1,-2,-1,-7,-35,-1,-2
270,0,0,1,-2,-2,-1,-1,0
271,-1,-1,0,0,3,-10,2,1
272,0,-1,-1,-2,-1,-6,-1,-1
273,-1,0,-1,-2,-4,-12,-5,-2
274,0,0,-1,-2,0,13,0,0
275,0,0,-1,1,1,-9,2,-2
276,-1,0,0,-1,-2,-3,-2,-2
277,-1,0,-2,-1,3,12,2,0
278,-1,-1,0,0,-2,-3,-2,-2
279,-2,-1,0,-2,-4,0,-4,-2
280,0,-2,-1,1,-3,-21,-3,-1
281,-2,-2,-1,0,0,17,1,-2
282,-1,-1,-1,-3,1,-4,-2,-1
283,0,0,-1,-2,-1,-7,-1,-1
284,-1,1,0,-1,0,-1,1,1
285,0,-3,-1,-1,-5,-23,-3,-1
286,-1,0,-3,-1,0,21,0,0
287,-1,-1,-1,0,5,22,1,0
288,-1,0,-1,0,-1,-1,0,0
289,0,-1,1,-2,-1,-3,-1,-2
290,-1,-1,-3,1,-2,-15,-2,0
291,0,1,-1,-1,-3,-8,-1,0
292,-1,-2,0,0,2,21,-2,-2
293,0,0,1,0,3,3,0,0
294,-2,0,0,-2,-4,2,1,-3
295,0,-3,-1,0,3,11,1,0
296,1,2,-1,-1,1,-4,1,1
297,-1,0,-2,-3,-5,-11,-3,-1
298,0,1,-1,1,9,38,2,2
299,-2,0,0,0,-7,-29,-1,-2
300,0,-2,2,-2,-2,-4,-3,1
301,-1,-2,0,-1,-1,1,0,-1
302,0,-1,-3,-1,-1,-12,-2,-2
303,1,-1,-1,-1,0,15,1,-1
304,-1,-2,-1,-2,-2,-5,0,0
305,-2,0,-2,-2,-2,-8,-2,0
306,-3,-1,0,-1,0,7,-3,0
307,-1,-1,-1,-1,0,-12,-1,-3
308,0,-1,-1,0,-3,-10,-1,-3
309,0,-1,0,-1,5,31,2,1
310,0,0,1,0,-4,-19,-1,-1
311,-2,0,1,-3,-2,7,-4,-2
312,0,1,-2,-1,-1,-12,-2,-2
313,-1,-2,-1,-1,-1,-5,-1,-4
314,2,0,-3,0,-2,8,-1,-2
315,0,-1,-1,0,1,-4,-1,3
316,-1,-1,-2,-2,1,11,-1,-1
317,-1,1,-1,-1,-2,11,0,-1
318,0,1,2,1,4,-25,2,-2
319,-2,-2,-3,-4,-5,-5,-2,-1
320,0,-1,-1,-1,-3,-13,-2,-4
321,-1,1,-1,2,4,23,-2,-1
322,-1,-1,-1,-1,-8,-19,-5,-2
323,0,-2,1,2,8,38,3,0
324,0,2,0,-1,-1,-8,1,0
325,1,1,-3,-1,-5,-5,0,-2
326,-1,-3,-2,-1,-3,-1,-3,-2
327,-1,-1,-2,-1,-2,-19,-3,-1
328,-3,-2,-3,-2,0,6,0,0
329,0,-1,-1,-1,-2,-22,-1,1
330,0,-2,1,-1,3,22,1,0
331,0,0,-2,-2,-4,1,-2,-3
332,-1,0,-3,1,2,13,2,-1
333,-2,0,-2,0,1,-8,0,-1
334,0,0,-1,-2,-3,-15,-2,1
335,-2,-1,-2,-2,-2,-5,-3,-1
336,1,-2,0,-1,1,18,0,1
337,1,0,-1,-1,2,8,1,1
338,-1,-2,1,-1,-1,-4,-2,-1
339,-2,-2,1,2,-4,-27,-3,-1
340,-1,1,0,1,-3,-19,0,-1
341,-2,0,0,1,7,26,0,-3
342,-1,1,-1,0,5,25,1,-1
343,0,0,-2,-3,-1,0,-2,1
344,-1,-3,-2,0,-4,-17,-3,0
345,0,-1,-1,0,-2,20,-1,0
346,0,-2,0,-1,-5,-9,-2,-1
347,0,-2,0,0,1,5,-1,-1
348,-2,-1,-2,-2,-2,7,-1,0
349,0,-2,1,-2,1,-6,-1,-1
350,-2,-1,-1,-4,-4,-13,-1,-1
351,-1,-1,0,-2,-3,-8,-2,-2
352,-1,-2,0,0,-5,-16,-2,-2
353,-2,-1,-1,2,12,65,4,0
354,-2,-1,-2,0,-1,2,-2,-1
355,1,0,-2,0,-2,-9,1,-2
356,-2,-1,-1,-1,3,10,-1,0
357,1,-1,-2,-2,-5,-30,-5,-1
358,1,0,-1,0,0,-1,0,1
359,-1,0,-1,-1,-2,6,0,1
360,0,-1,1,-1,-2,-11,-3,-1
361,-1,-1,-2,-2,-6,-17,-1,-1
362,1,1,-2,0,-1,-9,0,-1
363,-3,-1,1,-1,-2,-4,-3,-2
364,0,0,-3,-1,0,17,0,-2
365,-1,-1,0,0,2,-29,2,1
366,0,-2,-2,-2,-4,-3,-3,-2
367,0,0,-2,-1,0,9,1,-2
368,0,0,0,0,-4,-16,-2,-1
369,-1,0,-2,-1,-5,-10,-3,-2
370,0,0,1,1,2,-7,-1,-1
371,0,-1,-2,-1,2,4,1,3
372,-2,0,0,-1,-1,3,-1,0
373,0,0,-1,-1,-6,-19,-3,1
374,0,-2,0,1,2,6,2,0
375,0,0,0,-2,3,-2,-2,1
376,0,-1,-1,0,4,29,1,-1
377,0,-3,0,-3,-5,-8,-3,-3
378,-3,0,-1,-2,-4,-4,-1,-1
379,-2,-1,1,2,0,0,0,-2
380,-4,-3,-1,-1,0,-4,0,-1
381,0,0,0,1,-3,-6,-1,-1
382,1,-1,-3,-2,-3,8,-3,-1
383,0,-2,-1,0,-3,-10,2,-1
384,-1,-2,0,-2,-2,-16,-2,0
385,-1,1,1,1,0,16,1,1
386,-4,0,-3,-1,2,8,-3,-1
387,-1,1,-1,-3,-2,4,-1,-2
388,-2,-3,0,-1,2,17,1,0
389,-1,-1,-1,-1,-5,-9,-1,-2
390,0,-2,0,-1,-1,-13,0,-3
391,0,0,0,-2,-3,13,-2,-3
392,0,0,0,1,1,-18,0,-1
393,1,-1,-1,0,4,15,0,1
394,0,-1,-1,-3,-1,-4,1,0
395,-1,-1,-1,-1,-7,-16,-2,0
396,-1,0,-1,-2,3,9,-1,-2
397,-2,-2,1,0,-1,-2,-1,-1
398,1,1,0,1,-1,-17,0,-1
399,-2,-2,-2,1,3,19,0,0
400,-1,-1,-2,-3,-2,7,-4,-1
401,-1,-1,-1,-1,-2,-12,-2,0
402,0,-1,0,-1,-1,9,0,-2
403,2,0,2,0,-2,-29,-1,-1
404,0,0,-1,1,2,22,2,-1
405,0,-3,-3,-2,2,-2,-1,0
406,-2,-1,-1,-1,-4,-12,-4,0
407,0,-2,-2,0,0,2,0,-1
408,0,-2,-2,0,1,11,0,0
409,-1,-1,0,-3,0,-4,-1,-2
410,0,-1,0,1,-2,2,-1,0
411,-1,-3,0,0,-2,-12,-2,1
412,1,-2,2,0,-2,0,0,0
413,0,-1,0,-2,-3,-8,-2,-2
414,1,-2,-3,0,0,12,1,-1
415,-3,-1,-2,0,2,22,-2,-2
416,1,-1,-1,-2,-5,-22,-1,-2
417,-1,0,-2,0,1,11,0,0
418,-2,-1,-1,-1,-4,-18,-2,-2
419,-1,-1,-1,-2,3,24,0,0
420,-1,1,0,-1,-2,6,0,-1
421,-1,1,1,0,0,14,1,-2
422,0,0,1,-2,3,12,-1,0
423,-1,-3,-1,0,2,5,1,0
424,-1,-1,-1,0,-4,-21,-2,0
425,-1,-2,-2,-1,-4,-7,-3,0
426,0,-2,-2,-2,0,9,0,1
427,0,-1,-2,-3,-8,-19,-2,-1
428,-3,-1,1,0,2,7,0,-2
429,0,-2,-3,2,0,-5,2,0
430,-3,0,1,0,0,-7,-1,-3
431,-1,-1,-1,-1,-1,7,0,-1
432,2,1,-2,-1,-5,-21,-2,-1
433,-1,-1,-1,-2,-3,-10,-5,-2
434,1,-2,-2,0,0,-3,3,1
435,-1,-3,0,-1,0,5,-1,-3
436,0,-2,0,-2,-2,-16,-1,-1
437,0,1,-2,0,5,29,3,1
438,-2,0,-2,0,-7,-34,-3,0
439,-1,0,0,-1,4,14,-1,-1
440,-1,-1,-1,1,3,17,1,0
441,0,1,0,-1,-3,-18,-1,-1
442,1,0,1,-1,1,6,0,-1
443,-1,-1,0,-1,-4,-21,-2,0
444,-1,-1,-1,-3,-6,-14,-2,-1
445,-1,-1,-1,-1,1,2,-2,0
446,-1,0,0,1,-2,1,0,0
447,-1,1,-1,2,1,-7,0,1
448,0,-1,-1,0,2,12,0,-1
449,-3,-2,-2,-1,-5,-22,-3,-1
450,-1,1,0,-2,0,25,0,-1
451,0,-1,0,-1,3,18,0,1
452,-2,0,0,0,1,15,-1,-2
453,-1,0,0,-2,-2,-23,-1,0
454,1,-1,1,-2,1,8,-1,0
455,-1,-3,-1,-3,-4,-22,-2,-2
456,-1,-1,-2,-2,-4,-4,-1,-2
457,-1,-2,0,0,-2,4,-3,-1
458,0,-2,-1,-2,0,-20,-1,-2
459,-1,1,-1,-2,0,5,1,-1
460,-1,0,1,1,4,5,-1,0
461,-2,-1,-1,-2,-1,9,-1,-2
462,-3,-2,-3,-1,-1,17,-2,-1
463,-1,-1,-1,0,-4,-20,-2,1
464,-1,0,-1,-2,-1,-19,0,-2
465,0,-3,-1,0,1,26,2,-1
466,0,0,1,0,-3,-15,-2,0
467,2,1,0,-1,-1,-1,0,-2
468,0,-2,-2,-1,-4,-1,-2,0
469,0,-1,-1,-3,-3,-19,-2,0
470,1,0,-1,1,1,7,0,2
471,0,0,-2,-1,2,22,-1,1
472,1,0,-1,1,5,18,2,-1
473,-1,0,-1,-2,-3,-9,-3,-2
474,-2,-1,-2,-1,1,10,-2,-2
475,2,0,1,0,-3,-4,2,0
476,-1,-1,0,1,1,19,1,-2
477,0,-1,-2,-1,-1,-4,-2,-2
478,-1,-1,-2,-4,0,6,-1,-1
479,0,-1,-2,-2,-7,-29,-3,-1
480,-2,-2,-1,-4,-4,-30,-3,-1
481,0,0,1,1,5,54,3,1
482,0,0,0,1,2,10,-1,-1
483,-1,-1,-3,0,1,10,-2,-1
484,0,-2,-1,-2,-7,-13,-5,-1
485,-1,-1,-1,0,-3,-18,-2,0
486,0,0,-2,0,-2,-9,0,-3
487,-2,1,2,0,0,-2,-2,-1
488,0,-1,0,1,1,15,-2,0
489,0,0,0,-1,1,9,0,-1
490,0,0,-2,-2,-3,-17,-1,-2
491,-1,-2,-4,-1,0,10,1,-2
492,-2,-1,0,-1,-4,-7,-3,-1
493,0,0,1,3,3,-10,2,0
494,0,-1,0,1,-1,-12,0,-1
495,-1,1,-3,-2,-1,13,0,-1
496,0,-1,0,-1,-2,-16,0,-2
497,-2,-2,-2,-1,1,8,0,0
498,-1,-3,0,-2,-3,-13,-3,1
499,-2,-1,-1,-2,0,9,0,-2
500,-2,-1,-1,-1,0,-3,0,1
501,-2,-1,-1,1,-3,-11,0,-2
502,-1,-1,0,1,3,16,2,-1
503,0,-3,-1,-3,-3,-5,-1,0
504,0,1,-1,-2,-3,0,0,-1
505,0,-2,-3,-2,-2,-5,-2,-2
506,0,-1,1,0,-1,-23,-2,-1
507,-1,0,1,0,-1,-10,-1,-2
508,-1,0,-2,-1,-1,7,0,-2
509,0,0,-1,-4,-4,-11,-2,-1
510,-2,-1,0,-1,1,13,3,0
511,-1,-2,-2,1,2,-17,1,-1
512,-1,0,1,1,-4,-32,-2,-1
513,-1,-2,-1,-2,1,8,-1,-2
514,-1,0,-4,-2,-3,11,-1,-2
515,-2,-1,1,-1,-4,-4,0,-1
516,1,-1,-3,-2,-1,-11,0,2
517,-1,0,-1,0,-1,0,-3,0
518,-3,-2,-1,-1,-3,-15,-2,-1
519,0,-3,-1,-1,0,21,0,1
520,0,-1,0,2,1,0,0,0
521,0,-1,0,-2,-2,3,-2,-1
522,1,1,0,-1,0,4,-1,-3
523,0,0,-1,-2,2,23,1,-2
524,-1,-1,-1,-2,1,16,0,0
525,-2,1,-2,0,0,-7,0,-1
526,-1,-1,-1,-2,1,-5,1,1
527,-1,-1,-1,-1,-2,-7,-2,-2
528,0,-1,-2,0,-1,3,-1,-1
529,0,-1,0,1,-4,-11,-2,-1
530,-1,-1,-2,0,0,-8,0,-1
531,0,1,1,-1,-2,-11,-2,-1
532,-1,0,0,0,0,12,-1,-1
533,0,0,1,0,-2,-5,-2,-1
534,-1,-2,0,0,-3,11,-1,-2
535,0,-1,-2,0,8,3,3,2
536,-1,0,0,0,-1,1,-2,-2
537,-1,-1,-1,-1,0,-3,0,-1
538,2,0,0,0,-2,-1,-1,-2
539,-2,-1,-3,-3,-10,-18,-4,-2
540,-2,-2,-2,-2,4,3,2,2
541,-1,0,0,-1,0,11,-2,0
542,0,0,-1,-1,-4,-12,-3,0
543,0,-1,0,-1,3,21,0,1
544,-1,-1,-1,-1,-6,-26,-2,-3
545,0,-2,-4,-2,-5,-26,-1,-1
546,-1,-2,-3,0,3,9,0,2
547,0,-1,-1,-2,-2,-10,-3,-3
548,-1,-1,-1,0,1,10,3,3
549,1,0,0,-2,3,12,1,0
550,-1,0,0,-1,-3,5,0,-3
551,-2,-2,-3,0,-2,-14,0,0
552,1,0,-1,-1,0,17,-2,0
553,-2,-1,-1,0,-4,-23,-3,-3
554,-1,0,-1,0,4,8,0,0
555,0,0,2,1,0,-5,-3,1
556,-1,-2,-2,-3,-4,-14,-2,-3
557,-2,0,-2,-2,1,27,-1,1
558,-1,-2,0,-1,0,0,1,-1
559,-1,-2,1,2,1,12,3,1
560,-1,-1,0,-1,-5,-13,-2,-4
561,0,0,-3,1,1,46,1,-2
562,-2,-1,0,-1,0,11,-4,-3
563,-1,0,-1,2,-1,-12,-1,-1
564,0,0,-1,-1,2,-15,0,0
565,-2,-2,0,-1,-6,-15,-3,-2
566,-1,-1,-2,-2,-2,4,-2,0
567,3,-1,2,-2,-1,-19,0,-1
568,-3,-1,-1,1,6,37,2,-1
569,-2,-1,-1,-1,0,-11,0,-1
570,1,-1,0,-1,-9,-15,-1,0
571,-1,0,-2,0,7,35,1,1
572,-2,-2,-2,-2,-4,1,0,-1
573,0,1,-1,-1,-4,-41,-1,-1
574,-3,-1,-3,0,6,26,1,1
575,-1,0,-2,-2,-4,-4,-3,0
576,0,-1,-2,-3,-3,11,-2,-2
577,0,-2,2,0,-3,-5,1,2
578,1,1,2,-2,2,-6,1,-2
579,-3,-1,-1,-2,-8,-27,-3,-3
580,-1,-1,1,-1,13,61,0,0
581,-2,0,0,0,-4,-13,-3,0
582,1,-1,-3,-2,-6,-25,-2,-1
583,-1,-2,-1,1,3,9,2,0
584,0,-1,-2,-3,-9,-32,-4,-2
585,0,0,0,1,2,-10,-1,-1
586,-1,0,1,-1,5,33,3,0
587,-1,-3,-1,-2,-3,-7,-3,-2
588,0,-1,-2,-1,-4,-6,-2,-1
589,-1,0,-1,-3,-1,12,-1,-3
590,0,0,0,0,-2,-6,-1,-1
591,0,-1,-2,0,-6,-31,-3,-1
592,-1,-2,0,0,1,-9,-3,-1
593,-1,0,-1,0,6,25,2,0
594,-3,-1,-3,-3,-7,-22,-2,-2
595,-1,0,-2,-2,-5,11,0,-1
596,-1,-1,0,0,-6,-46,-5,-1
597,0,-2,0,0,2,17,3,1
598,1,0,-3,1,3,12,2,-2
599,-1,-1,2,0,0,5,3,0
600,3,-3,-2,-3,-2,-1,-1,-2
601,0,-1,0,-1,2,7,2,2
602,-1,-1,-1,0,-1,-15,-2,2
603,-2,1,0,-1,-4,-24,-6,-3
604,-1,-1,1,2,-3,-7,2,-1
605,1,-2,-1,0,2,12,-1,-1
606,-2,-2,-1,-2,-5,-13,-4,0
607,-1,0,-2,-2,6,18,-1,1
608,-2,0,-1,-1,0,7,0,-1
609,-2,-3,-2,0,-8,-23,-6,-3
610,1,0,0,3,10,42,9,1
611,-1,-2,-1,-3,-4,0,-2,-1
